Id,avg_totalsteps,day_of_the_week,avg_time_in_bed,avg_time_asleep,avg_time_awake
3977333714,746.0,2016-05-11,461.14,293.64,167.5
3977333714,7114.0,2016-04-28,461.14,293.64,167.5
3977333714,11177.0,2016-04-25,461.14,293.64,167.5
3977333714,7193.0,2016-04-27,461.14,293.64,167.5
3977333714,8911.0,2016-04-22,461.14,293.64,167.5
3977333714,8856.0,2016-04-12,461.14,293.64,167.5
3977333714,7641.0,2016-04-14,461.14,293.64,167.5
3977333714,10645.0,2016-04-29,461.14,293.64,167.5
3977333714,10414.0,2016-05-01,461.14,293.64,167.5
3977333714,14335.0,2016-05-03,461.14,293.64,167.5
3977333714,9010.0,2016-04-15,461.14,293.64,167.5
3977333714,11663.0,2016-04-18,461.14,293.64,167.5
3977333714,14112.0,2016-04-24,461.14,293.64,167.5
3977333714,11388.0,2016-04-26,461.14,293.64,167.5
3977333714,10035.0,2016-04-13,461.14,293.64,167.5
1644430081,11037.0,2016-04-14,346.0,294.0,52.0
1644430081,11256.0,2016-04-19,346.0,294.0,52.0
1644430081,9405.0,2016-04-28,346.0,294.0,52.0
1644430081,18213.0,2016-04-30,346.0,294.0,52.0
1644430081,12850.0,2016-05-03,346.0,294.0,52.0
1644430081,2436.0,2016-04-20,346.0,294.0,52.0
1644430081,1223.0,2016-04-21,346.0,294.0,52.0
1644430081,3673.0,2016-04-22,346.0,294.0,52.0
1644430081,3321.0,2016-04-24,346.0,294.0,52.0
1644430081,3032.0,2016-04-27,346.0,294.0,52.0
1644430081,3176.0,2016-04-29,346.0,294.0,52.0
1644430081,2309.0,2016-05-04,346.0,294.0,52.0
1644430081,6724.0,2016-05-08,346.0,294.0,52.0
1644430081,1329.0,2016-05-11,346.0,294.0,52.0
1644430081,5263.0,2016-04-15,346.0,294.0,52.0
1644430081,9787.0,2016-05-06,346.0,294.0,52.0
1644430081,6643.0,2016-05-09,346.0,294.0,52.0
1644430081,3758.0,2016-05-02,346.0,294.0,52.0
1644430081,4363.0,2016-05-05,346.0,294.0,52.0
1644430081,8757.0,2016-04-17,346.0,294.0,52.0
1644430081,6637.0,2016-04-23,346.0,294.0,52.0
1644430081,8001.0,2016-04-13,346.0,294.0,52.0
1644430081,13372.0,2016-05-07,346.0,294.0,52.0
1644430081,9167.0,2016-05-10,346.0,294.0,52.0
1644430081,6132.0,2016-05-01,346.0,294.0,52.0
1644430081,7132.0,2016-04-18,346.0,294.0,52.0
1644430081,9919.0,2016-04-26,346.0,294.0,52.0
1644430081,15300.0,2016-04-16,346.0,294.0,52.0
1644430081,10694.0,2016-04-12,346.0,294.0,52.0
1644430081,3580.0,2016-04-25,346.0,294.0,52.0
2347167796,10129.0,2016-04-14,491.33,446.8,44.53
2347167796,22244.0,2016-04-16,491.33,446.8,44.53
2347167796,10999.0,2016-04-20,491.33,446.8,44.53
2347167796,9471.0,2016-04-24,491.33,446.8,44.53
2347167796,5980.0,2016-04-26,491.33,446.8,44.53
2347167796,5439.0,2016-04-28,491.33,446.8,44.53
2347167796,42.0,2016-04-29,491.33,446.8,44.53
2347167796,5472.0,2016-04-17,491.33,446.8,44.53
2347167796,6711.0,2016-04-19,491.33,446.8,44.53
2347167796,11423.0,2016-04-27,491.33,446.8,44.53
2347167796,9482.0,2016-04-25,491.33,446.8,44.53
2347167796,10113.0,2016-04-12,491.33,446.8,44.53
2347167796,8247.0,2016-04-18,491.33,446.8,44.53
2347167796,10465.0,2016-04-15,491.33,446.8,44.53
2347167796,10080.0,2016-04-21,491.33,446.8,44.53
2347167796,7804.0,2016-04-22,491.33,446.8,44.53
2347167796,10352.0,2016-04-13,491.33,446.8,44.53
2347167796,16901.0,2016-04-23,491.33,446.8,44.53
5553957443,4832.0,2016-04-13,505.87,463.48,42.39
5553957443,5771.0,2016-04-16,505.87,463.48,42.39
5553957443,655.0,2016-04-17,505.87,463.48,42.39
5553957443,3727.0,2016-04-18,505.87,463.48,42.39
5553957443,2713.0,2016-04-20,505.87,463.48,42.39
5553957443,4112.0,2016-04-23,505.87,463.48,42.39
5553957443,1807.0,2016-04-24,505.87,463.48,42.39
5553957443,1202.0,2016-04-30,505.87,463.48,42.39
5553957443,5164.0,2016-05-01,505.87,463.48,42.39
5553957443,4249.0,2016-05-04,505.87,463.48,42.39
5553957443,1868.0,2016-05-07,505.87,463.48,42.39
5553957443,4926.0,2016-05-11,505.87,463.48,42.39
5553957443,3121.0,2016-05-12,505.87,463.48,42.39
5553957443,6083.0,2016-05-08,505.87,463.48,42.39
5553957443,9769.0,2016-05-02,505.87,463.48,42.39
5553957443,9632.0,2016-05-06,505.87,463.48,42.39
5553957443,11596.0,2016-04-12,505.87,463.48,42.39
5553957443,11393.0,2016-04-28,505.87,463.48,42.39
5553957443,12764.0,2016-04-29,505.87,463.48,42.39
5553957443,11682.0,2016-04-22,505.87,463.48,42.39
5553957443,10538.0,2016-04-27,505.87,463.48,42.39
5553957443,11886.0,2016-04-26,505.87,463.48,42.39
5553957443,11611.0,2016-05-09,505.87,463.48,42.39
5553957443,15482.0,2016-04-19,505.87,463.48,42.39
5553957443,12848.0,2016-05-03,505.87,463.48,42.39
5553957443,14331.0,2016-05-05,505.87,463.48,42.39
5553957443,16556.0,2016-04-15,505.87,463.48,42.39
5553957443,16358.0,2016-05-10,505.87,463.48,42.39
5553957443,17022.0,2016-04-14,505.87,463.48,42.39
5553957443,12346.0,2016-04-21,505.87,463.48,42.39
5553957443,10946.0,2016-04-25,505.87,463.48,42.39
8378563200,2132.0,2016-04-17,485.94,445.13,40.81
8378563200,3703.0,2016-04-24,485.94,445.13,40.81
8378563200,2946.0,2016-04-30,485.94,445.13,40.81
8378563200,4468.0,2016-05-07,485.94,445.13,40.81
8378563200,2943.0,2016-05-08,485.94,445.13,40.81
8378563200,8567.0,2016-05-05,485.94,445.13,40.81
8378563200,7359.0,2016-04-27,485.94,445.13,40.81
8378563200,6064.0,2016-05-02,485.94,445.13,40.81
8378563200,7045.0,2016-05-06,485.94,445.13,40.81
8378563200,4561.0,2016-05-12,485.94,445.13,40.81
8378563200,9388.0,2016-04-20,485.94,445.13,40.81
8378563200,13630.0,2016-04-18,485.94,445.13,40.81
8378563200,5709.0,2016-04-23,485.94,445.13,40.81
8378563200,5417.0,2016-04-28,485.94,445.13,40.81
8378563200,11419.0,2016-05-01,485.94,445.13,40.81
8378563200,7875.0,2016-05-04,485.94,445.13,40.81
8378563200,9143.0,2016-05-11,485.94,445.13,40.81
8378563200,12200.0,2016-04-22,485.94,445.13,40.81
8378563200,8382.0,2016-05-09,485.94,445.13,40.81
8378563200,6582.0,2016-05-10,485.94,445.13,40.81
8378563200,12386.0,2016-04-13,485.94,445.13,40.81
8378563200,7626.0,2016-04-12,485.94,445.13,40.81
8378563200,15148.0,2016-04-21,485.94,445.13,40.81
8378563200,12405.0,2016-04-25,485.94,445.13,40.81
8378563200,16208.0,2016-04-26,485.94,445.13,40.81
8378563200,13070.0,2016-04-19,485.94,445.13,40.81
8378563200,8712.0,2016-05-03,485.94,445.13,40.81
8378563200,13318.0,2016-04-14,485.94,445.13,40.81
8378563200,11207.0,2016-04-16,485.94,445.13,40.81
8378563200,14461.0,2016-04-15,485.94,445.13,40.81
8378563200,6175.0,2016-04-29,485.94,445.13,40.81
4445114986,3276.0,2016-04-12,416.82,385.18,31.64
4445114986,2961.0,2016-04-13,416.82,385.18,31.64
4445114986,3974.0,2016-04-14,416.82,385.18,31.64
4445114986,7198.0,2016-04-15,416.82,385.18,31.64
4445114986,3945.0,2016-04-16,416.82,385.18,31.64
4445114986,2268.0,2016-04-17,416.82,385.18,31.64
4445114986,2064.0,2016-04-19,416.82,385.18,31.64
4445114986,2072.0,2016-04-20,416.82,385.18,31.64
4445114986,3809.0,2016-04-21,416.82,385.18,31.64
4445114986,6831.0,2016-04-22,416.82,385.18,31.64
4445114986,4363.0,2016-04-23,416.82,385.18,31.64
4445114986,5002.0,2016-04-24,416.82,385.18,31.64
4445114986,3385.0,2016-04-25,416.82,385.18,31.64
4445114986,4493.0,2016-04-28,416.82,385.18,31.64
4445114986,4676.0,2016-04-29,416.82,385.18,31.64
4445114986,6222.0,2016-04-30,416.82,385.18,31.64
4445114986,2923.0,2016-05-04,416.82,385.18,31.64
4445114986,4514.0,2016-05-06,416.82,385.18,31.64
4445114986,5275.0,2016-05-09,416.82,385.18,31.64
4445114986,3915.0,2016-05-10,416.82,385.18,31.64
4445114986,768.0,2016-05-12,416.82,385.18,31.64
4445114986,6326.0,2016-04-26,416.82,385.18,31.64
4445114986,7243.0,2016-04-27,416.82,385.18,31.64
4445114986,7502.0,2016-05-03,416.82,385.18,31.64
4445114986,6910.0,2016-05-02,416.82,385.18,31.64
4445114986,5183.0,2016-05-07,416.82,385.18,31.64
4445114986,6155.0,2016-04-18,416.82,385.18,31.64
4445114986,3800.0,2016-05-05,416.82,385.18,31.64
4445114986,9105.0,2016-05-11,416.82,385.18,31.64
4445114986,7303.0,2016-05-08,416.82,385.18,31.64
4445114986,5232.0,2016-05-01,416.82,385.18,31.64
2026352035,4993.0,2016-04-13,537.64,506.18,31.46
2026352035,3335.0,2016-04-14,537.64,506.18,31.46
2026352035,3821.0,2016-04-15,537.64,506.18,31.46
2026352035,2547.0,2016-04-16,537.64,506.18,31.46
2026352035,838.0,2016-04-17,537.64,506.18,31.46
2026352035,3325.0,2016-04-18,537.64,506.18,31.46
2026352035,2424.0,2016-04-19,537.64,506.18,31.46
2026352035,7222.0,2016-04-20,537.64,506.18,31.46
2026352035,2467.0,2016-04-21,537.64,506.18,31.46
2026352035,2915.0,2016-04-22,537.64,506.18,31.46
2026352035,12357.0,2016-04-23,537.64,506.18,31.46
2026352035,3490.0,2016-04-24,537.64,506.18,31.46
2026352035,6017.0,2016-04-25,537.64,506.18,31.46
2026352035,5933.0,2016-04-26,537.64,506.18,31.46
2026352035,6088.0,2016-04-27,537.64,506.18,31.46
2026352035,6375.0,2016-04-28,537.64,506.18,31.46
2026352035,7604.0,2016-04-29,537.64,506.18,31.46
2026352035,4729.0,2016-04-30,537.64,506.18,31.46
2026352035,3609.0,2016-05-01,537.64,506.18,31.46
2026352035,7018.0,2016-05-02,537.64,506.18,31.46
2026352035,5992.0,2016-05-03,537.64,506.18,31.46
2026352035,6564.0,2016-05-04,537.64,506.18,31.46
2026352035,12167.0,2016-05-05,537.64,506.18,31.46
2026352035,8198.0,2016-05-06,537.64,506.18,31.46
2026352035,5528.0,2016-05-08,537.64,506.18,31.46
2026352035,10685.0,2016-05-09,537.64,506.18,31.46
2026352035,254.0,2016-05-10,537.64,506.18,31.46
2026352035,8580.0,2016-05-11,537.64,506.18,31.46
2026352035,8891.0,2016-05-12,537.64,506.18,31.46
2026352035,4414.0,2016-04-12,537.64,506.18,31.46
2026352035,4193.0,2016-05-07,537.64,506.18,31.46
6117666160,7150.0,2016-04-17,510.17,478.78,31.39
6117666160,11135.0,2016-04-19,510.17,478.78,31.39
6117666160,8206.0,2016-04-22,510.17,478.78,31.39
6117666160,11495.0,2016-04-23,510.17,478.78,31.39
6117666160,7623.0,2016-04-24,510.17,478.78,31.39
6117666160,9411.0,2016-04-27,510.17,478.78,31.39
6117666160,9592.0,2016-04-29,510.17,478.78,31.39
6117666160,6987.0,2016-04-30,510.17,478.78,31.39
6117666160,8915.0,2016-05-01,510.17,478.78,31.39
6117666160,4933.0,2016-05-02,510.17,478.78,31.39
6117666160,2997.0,2016-05-04,510.17,478.78,31.39
6117666160,9799.0,2016-05-05,510.17,478.78,31.39
6117666160,7336.0,2016-05-07,510.17,478.78,31.39
6117666160,7328.0,2016-05-08,510.17,478.78,31.39
6117666160,4477.0,2016-05-09,510.17,478.78,31.39
6117666160,14019.0,2016-04-15,510.17,478.78,31.39
6117666160,9543.0,2016-04-26,510.17,478.78,31.39
6117666160,10449.0,2016-04-20,510.17,478.78,31.39
6117666160,14450.0,2016-04-16,510.17,478.78,31.39
6117666160,19542.0,2016-04-21,510.17,478.78,31.39
6117666160,0.0,2016-04-12,510.17,478.78,31.39
6117666160,0.0,2016-04-13,510.17,478.78,31.39
6117666160,0.0,2016-04-14,510.17,478.78,31.39
6117666160,0.0,2016-04-25,510.17,478.78,31.39
6117666160,0.0,2016-05-03,510.17,478.78,31.39
6117666160,5153.0,2016-04-18,510.17,478.78,31.39
6117666160,3365.0,2016-05-06,510.17,478.78,31.39
6117666160,3403.0,2016-04-28,510.17,478.78,31.39
4020332650,108.0,2016-04-14,379.75,349.38,30.38
4020332650,62.0,2016-04-18,379.75,349.38,30.38
4020332650,4496.0,2016-05-03,379.75,349.38,30.38
4020332650,4369.0,2016-05-06,379.75,349.38,30.38
4020332650,6132.0,2016-05-07,379.75,349.38,30.38
4020332650,5862.0,2016-05-08,379.75,349.38,30.38
4020332650,5546.0,2016-05-10,379.75,349.38,30.38
4020332650,590.0,2016-05-12,379.75,349.38,30.38
4020332650,4556.0,2016-05-09,379.75,349.38,30.38
4020332650,3689.0,2016-05-11,379.75,349.38,30.38
4020332650,475.0,2016-05-02,379.75,349.38,30.38
4020332650,8539.0,2016-04-12,379.75,349.38,30.38
4020332650,1882.0,2016-04-15,379.75,349.38,30.38
4020332650,1982.0,2016-04-16,379.75,349.38,30.38
4020332650,11728.0,2016-05-05,379.75,349.38,30.38
4020332650,10252.0,2016-05-04,379.75,349.38,30.38
4020332650,0.0,2016-04-13,379.75,349.38,30.38
4020332650,0.0,2016-04-19,379.75,349.38,30.38
4020332650,0.0,2016-04-20,379.75,349.38,30.38
4020332650,0.0,2016-04-21,379.75,349.38,30.38
4020332650,0.0,2016-04-22,379.75,349.38,30.38
4020332650,0.0,2016-04-23,379.75,349.38,30.38
4020332650,0.0,2016-04-24,379.75,349.38,30.38
4020332650,0.0,2016-04-25,379.75,349.38,30.38
4020332650,0.0,2016-04-26,379.75,349.38,30.38
4020332650,0.0,2016-04-27,379.75,349.38,30.38
4020332650,0.0,2016-04-28,379.75,349.38,30.38
4020332650,0.0,2016-04-29,379.75,349.38,30.38
4020332650,0.0,2016-04-30,379.75,349.38,30.38
4020332650,0.0,2016-05-01,379.75,349.38,30.38
4020332650,16.0,2016-04-17,379.75,349.38,30.38
5577150313,12087.0,2016-04-15,460.62,432.0,28.62
5577150313,14269.0,2016-04-16,460.62,432.0,28.62
5577150313,12231.0,2016-04-17,460.62,432.0,28.62
5577150313,10830.0,2016-04-21,460.62,432.0,28.62
5577150313,15764.0,2016-04-24,460.62,432.0,28.62
5577150313,12363.0,2016-04-30,460.62,432.0,28.62
5577150313,13368.0,2016-05-01,460.62,432.0,28.62
5577150313,8869.0,2016-05-10,460.62,432.0,28.62
5577150313,11045.0,2016-05-03,460.62,432.0,28.62
5577150313,5206.0,2016-05-04,460.62,432.0,28.62
5577150313,5077.0,2016-04-13,460.62,432.0,28.62
5577150313,3421.0,2016-05-09,460.62,432.0,28.62
5577150313,4038.0,2016-05-11,460.62,432.0,28.62
5577150313,8135.0,2016-04-12,460.62,432.0,28.62
5577150313,8330.0,2016-04-20,460.62,432.0,28.62
5577150313,6805.0,2016-04-27,460.62,432.0,28.62
5577150313,4950.0,2016-05-06,460.62,432.0,28.62
5577150313,7439.0,2016-05-02,460.62,432.0,28.62
5577150313,7550.0,2016-05-05,460.62,432.0,28.62
5577150313,12574.0,2016-04-19,460.62,432.0,28.62
5577150313,7638.0,2016-04-23,460.62,432.0,28.62
5577150313,8596.0,2016-04-14,460.62,432.0,28.62
5577150313,9172.0,2016-04-22,460.62,432.0,28.62
5577150313,9893.0,2016-04-18,460.62,432.0,28.62
5577150313,5325.0,2016-04-26,460.62,432.0,28.62
5577150313,7924.0,2016-04-29,460.62,432.0,28.62
5577150313,6393.0,2016-04-25,460.62,432.0,28.62
5577150313,9841.0,2016-04-28,460.62,432.0,28.62
5577150313,0.0,2016-05-07,460.62,432.0,28.62
5577150313,0.0,2016-05-08,460.62,432.0,28.62
4319703577,10780.0,2016-04-27,501.96,476.65,25.31
4319703577,7753.0,2016-04-12,501.96,476.65,25.31
4319703577,5664.0,2016-04-15,501.96,476.65,25.31
4319703577,4744.0,2016-04-16,501.96,476.65,25.31
4319703577,29.0,2016-04-17,501.96,476.65,25.31
4319703577,8925.0,2016-04-19,501.96,476.65,25.31
4319703577,3702.0,2016-04-21,501.96,476.65,25.31
4319703577,4935.0,2016-04-23,501.96,476.65,25.31
4319703577,1251.0,2016-05-01,501.96,476.65,25.31
4319703577,3672.0,2016-05-08,501.96,476.65,25.31
4319703577,4081.0,2016-04-24,501.96,476.65,25.31
4319703577,9259.0,2016-04-25,501.96,476.65,25.31
4319703577,10817.0,2016-04-28,501.96,476.65,25.31
4319703577,10210.0,2016-04-14,501.96,476.65,25.31
4319703577,2276.0,2016-04-18,501.96,476.65,25.31
4319703577,9261.0,2016-05-02,501.96,476.65,25.31
4319703577,9524.0,2016-05-06,501.96,476.65,25.31
4319703577,9487.0,2016-05-10,501.96,476.65,25.31
4319703577,10429.0,2016-05-04,501.96,476.65,25.31
4319703577,10378.0,2016-05-09,501.96,476.65,25.31
4319703577,8204.0,2016-04-13,501.96,476.65,25.31
4319703577,8954.0,2016-04-20,501.96,476.65,25.31
4319703577,7990.0,2016-04-29,501.96,476.65,25.31
4319703577,9129.0,2016-05-11,501.96,476.65,25.31
4319703577,4500.0,2016-04-22,501.96,476.65,25.31
4319703577,9899.0,2016-04-26,501.96,476.65,25.31
4319703577,9648.0,2016-05-03,501.96,476.65,25.31
4319703577,7937.0,2016-05-07,501.96,476.65,25.31
4319703577,13658.0,2016-05-05,501.96,476.65,25.31
4319703577,8221.0,2016-04-30,501.96,476.65,25.31
4319703577,17.0,2016-05-12,501.96,476.65,25.31
4388161847,11193.0,2016-04-27,423.22,400.17,23.04
4388161847,12533.0,2016-04-30,423.22,400.17,23.04
4388161847,9603.0,2016-05-05,423.22,400.17,23.04
4388161847,13175.0,2016-05-06,423.22,400.17,23.04
4388161847,22770.0,2016-05-07,423.22,400.17,23.04
4388161847,10122.0,2016-04-12,423.22,400.17,23.04
4388161847,8758.0,2016-04-15,423.22,400.17,23.04
4388161847,4660.0,2016-04-17,423.22,400.17,23.04
4388161847,3369.0,2016-05-12,423.22,400.17,23.04
4388161847,10096.0,2016-05-02,423.22,400.17,23.04
4388161847,13236.0,2016-04-23,423.22,400.17,23.04
4388161847,11009.0,2016-04-18,423.22,400.17,23.04
4388161847,10243.0,2016-04-24,423.22,400.17,23.04
4388161847,6580.0,2016-04-16,423.22,400.17,23.04
4388161847,10074.0,2016-04-28,423.22,400.17,23.04
4388161847,10055.0,2016-04-21,423.22,400.17,23.04
4388161847,10993.0,2016-04-13,423.22,400.17,23.04
4388161847,10299.0,2016-05-10,423.22,400.17,23.04
4388161847,10255.0,2016-05-01,423.22,400.17,23.04
4388161847,10181.0,2016-04-19,423.22,400.17,23.04
4388161847,9232.0,2016-04-29,423.22,400.17,23.04
4388161847,12727.0,2016-05-03,423.22,400.17,23.04
4388161847,10201.0,2016-05-11,423.22,400.17,23.04
4388161847,10218.0,2016-05-09,423.22,400.17,23.04
4388161847,12375.0,2016-05-04,423.22,400.17,23.04
4388161847,9461.0,2016-04-26,423.22,400.17,23.04
4388161847,12139.0,2016-04-22,423.22,400.17,23.04
4388161847,12961.0,2016-04-25,423.22,400.17,23.04
4388161847,17298.0,2016-05-08,423.22,400.17,23.04
4388161847,10553.0,2016-04-20,423.22,400.17,23.04
4388161847,8863.0,2016-04-14,423.22,400.17,23.04
1503960366,10039.0,2016-04-24,383.2,360.28,22.92
1503960366,12159.0,2016-05-06,383.2,360.28,22.92
1503960366,9819.0,2016-04-21,383.2,360.28,22.92
1503960366,10060.0,2016-05-08,383.2,360.28,22.92
1503960366,12669.0,2016-04-16,383.2,360.28,22.92
1503960366,10460.0,2016-04-14,383.2,360.28,22.92
1503960366,18134.0,2016-04-27,383.2,360.28,22.92
1503960366,12022.0,2016-05-09,383.2,360.28,22.92
1503960366,10544.0,2016-04-20,383.2,360.28,22.92
1503960366,11181.0,2016-04-29,383.2,360.28,22.92
1503960366,13162.0,2016-04-12,383.2,360.28,22.92
1503960366,15355.0,2016-04-25,383.2,360.28,22.92
1503960366,14727.0,2016-05-02,383.2,360.28,22.92
1503960366,13019.0,2016-04-18,383.2,360.28,22.92
1503960366,10735.0,2016-04-13,383.2,360.28,22.92
1503960366,9705.0,2016-04-17,383.2,360.28,22.92
1503960366,14371.0,2016-04-23,383.2,360.28,22.92
1503960366,11100.0,2016-05-04,383.2,360.28,22.92
1503960366,13755.0,2016-04-26,383.2,360.28,22.92
1503960366,12770.0,2016-05-11,383.2,360.28,22.92
1503960366,15103.0,2016-05-03,383.2,360.28,22.92
1503960366,14070.0,2016-05-05,383.2,360.28,22.92
1503960366,12764.0,2016-04-22,383.2,360.28,22.92
1503960366,13154.0,2016-04-28,383.2,360.28,22.92
1503960366,15506.0,2016-04-19,383.2,360.28,22.92
1503960366,12207.0,2016-05-10,383.2,360.28,22.92
1503960366,9762.0,2016-04-15,383.2,360.28,22.92
1503960366,14673.0,2016-04-30,383.2,360.28,22.92
1503960366,10602.0,2016-05-01,383.2,360.28,22.92
1503960366,11992.0,2016-05-07,383.2,360.28,22.92
1503960366,0.0,2016-05-12,383.2,360.28,22.92
1927972279,678.0,2016-04-12,437.8,417.0,20.8
1927972279,356.0,2016-04-13,437.8,417.0,20.8
1927972279,980.0,2016-04-15,437.8,417.0,20.8
1927972279,244.0,2016-04-18,437.8,417.0,20.8
1927972279,149.0,2016-04-22,437.8,417.0,20.8
1927972279,2945.0,2016-04-23,437.8,417.0,20.8
1927972279,152.0,2016-04-25,437.8,417.0,20.8
1927972279,1675.0,2016-04-28,437.8,417.0,20.8
1927972279,1326.0,2016-05-03,437.8,417.0,20.8
1927972279,1786.0,2016-05-04,437.8,417.0,20.8
1927972279,2091.0,2016-05-06,437.8,417.0,20.8
1927972279,1510.0,2016-05-07,437.8,417.0,20.8
1927972279,2704.0,2016-05-01,437.8,417.0,20.8
1927972279,2090.0,2016-04-24,437.8,417.0,20.8
1927972279,3790.0,2016-05-02,437.8,417.0,20.8
1927972279,2163.0,2016-04-14,437.8,417.0,20.8
1927972279,0.0,2016-04-16,437.8,417.0,20.8
1927972279,0.0,2016-04-17,437.8,417.0,20.8
1927972279,0.0,2016-04-19,437.8,417.0,20.8
1927972279,0.0,2016-04-20,437.8,417.0,20.8
1927972279,0.0,2016-04-21,437.8,417.0,20.8
1927972279,0.0,2016-04-27,437.8,417.0,20.8
1927972279,0.0,2016-04-29,437.8,417.0,20.8
1927972279,0.0,2016-04-30,437.8,417.0,20.8
1927972279,0.0,2016-05-05,437.8,417.0,20.8
1927972279,0.0,2016-05-08,437.8,417.0,20.8
1927972279,0.0,2016-05-09,437.8,417.0,20.8
1927972279,0.0,2016-05-10,437.8,417.0,20.8
1927972279,0.0,2016-05-11,437.8,417.0,20.8
1927972279,0.0,2016-05-12,437.8,417.0,20.8
1927972279,3761.0,2016-04-26,437.8,417.0,20.8
4702921684,12692.0,2016-04-17,438.22,417.48,20.74
4702921684,15126.0,2016-04-23,438.22,417.48,20.74
4702921684,12857.0,2016-05-08,438.22,417.48,20.74
4702921684,10613.0,2016-05-10,438.22,417.48,20.74
4702921684,7213.0,2016-04-12,438.22,417.48,20.74
4702921684,6877.0,2016-04-13,438.22,417.48,20.74
4702921684,7860.0,2016-04-14,438.22,417.48,20.74
4702921684,1664.0,2016-04-22,438.22,417.48,20.74
4702921684,9454.0,2016-05-03,438.22,417.48,20.74
4702921684,2752.0,2016-05-12,438.22,417.48,20.74
4702921684,8614.0,2016-05-05,438.22,417.48,20.74
4702921684,6506.0,2016-04-15,438.22,417.48,20.74
4702921684,6708.0,2016-04-19,438.22,417.48,20.74
4702921684,9023.0,2016-04-28,438.22,417.48,20.74
4702921684,8232.0,2016-05-09,438.22,417.48,20.74
4702921684,9167.0,2016-04-25,438.22,417.48,20.74
4702921684,8161.0,2016-05-04,438.22,417.48,20.74
4702921684,7047.0,2016-04-27,438.22,417.48,20.74
4702921684,6943.0,2016-05-06,438.22,417.48,20.74
4702921684,9930.0,2016-04-29,438.22,417.48,20.74
4702921684,11140.0,2016-04-16,438.22,417.48,20.74
4702921684,8793.0,2016-04-20,438.22,417.48,20.74
4702921684,9105.0,2016-04-18,438.22,417.48,20.74
4702921684,10144.0,2016-04-30,438.22,417.48,20.74
4702921684,7245.0,2016-05-02,438.22,417.48,20.74
4702921684,6530.0,2016-04-21,438.22,417.48,20.74
4702921684,9810.0,2016-05-11,438.22,417.48,20.74
4702921684,14370.0,2016-05-07,438.22,417.48,20.74
4702921684,15050.0,2016-04-24,438.22,417.48,20.74
4702921684,0.0,2016-05-01,438.22,417.48,20.74
4702921684,6108.0,2016-04-26,438.22,417.48,20.74
6775888955,10771.0,2016-04-20,369.0,349.67,19.33
6775888955,1282.0,2016-04-15,369.0,349.67,19.33
6775888955,637.0,2016-04-22,369.0,349.67,19.33
6775888955,1967.0,2016-05-07,369.0,349.67,19.33
